Report start year,100,Report stop year,299,(inclusive)
Government,Sink,StopC2,Market,BET,ASP,Reward,Ratio,Run,Expenditure,Income,Subsidy,Subsidy.Proportion,Bankruptcies,Land.Use.Change,Occupancy.LU.1,Occupancy.LU.2,Occupancy.LU.3,Occupancy.LU.4,Occupancy.LU.5,Occupancy.LU.6,Extinction.SPP.1,Extinction.SPP.2,Extinction.SPP.3,Extinction.SPP.4,Extinction.SPP.5,Extinction.SPP.6,Extinction.SPP.7,Extinction.SPP.8,Extinction.SPP.9,Extinction.SPP.10,Occupancy.SPP.1,Occupancy.SPP.2,Occupancy.SPP.3,Occupancy.SPP.4,Occupancy.SPP.5,Occupancy.SPP.6,Occupancy.SPP.7,Occupancy.SPP.8,Occupancy.SPP.9,Occupancy.SPP.10,Shannon,Equitability,Richness
RewardActivity,0,1,var2,25.0,5.0,20.0,1.0,19,1250000,42.912,20,0.474213046087624,0,0,0,50,0,575,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0.07488,0.06416,0.03296,0.03984,0.98656,0.93296,0.90912,0.99744,0.99792,0,1.23650323351047,1.60254028941192e-06,9
RewardActivity,0,1,var2,25.0,5.0,20.0,1.0,20,1250000,42.8296,20,0.475070925698759,0,0,0,40,0,585,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.05296,0.02288,0.0176,0.0248,0.98928,0.94544,0.92368,0.99792,0.99824,0,1.20116764715449,1.6025217895561e-06,9
RewardActivity,0,1,var2,25.0,5.0,25.0,1.0,1,1562500,47.76368,25,0.530612513044956,0,0,0,32,0,593,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,0.04896,0.04736,0.03808,0.032,0.99072,0.95104,0.93616,0.99728,0.99904,0,1.22488958453653,1.59997199764687e-06,9
RewardActivity,0,1,var2,25.0,5.0,25.0,1.0,2,1562500,47.92024,25,0.528977870402357,0,0,0,51,0,574,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,0.06864,0.05296,0.04976,0.06512,0.98688,0.93008,0.90416,0.99728,0.9984,0,1.25242603567976,1.59998152147886e-06,9
RewardActivity,0,1,var2,25.0,5.0,25.0,1.0,3,1562500,48.04384,25,0.527687363052936,0,0,0,66,0,559,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,0.10304,0.10032,0.05056,0.084,0.98704,0.90992,0.8824,0.99808,0.99856,0,1.28198679718174,1.59998554194412e-06,9
RewardActivity,0,1,var2,25.0,5.0,25.0,1.0,4,1562500,47.8296,25,0.529924242458599,0,0,0,40,0,585,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,0.0616,0.04176,0.05888,0.05344,0.98992,0.936,0.92656,0.99872,0.99824,0,1.24374502674178,1.59997927228962e-06,9
RewardActivity,0,1,var2,25.0,5.0,25.0,1.0,5,1562500,48.04384,25,0.527687363052936,0,0,0,66,0,559,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0.10192,0.088,0.08272,0.07024,0.98896,0.90816,0.88368,0.99584,0.9992,0,1.28645923045141,1.59998658857103e-06,9
RewardActivity,0,1,var2,25.0,5.0,25.0,1.0,6,1562500,47.82136,25,0.530010276281893,0,0,0,39,0,586,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,0.05248,0.04928,0.04544,0.03744,0.98896,0.94432,0.92592,0.99792,0.99824,0,1.23565177850129,1.60511369150003e-06,9
RewardActivity,0,1,var2,25.0,5.0,25.0,1.0,7,1562500,47.72248,25,0.53104268216143,0,0,0,27,0,598,0,0,9,NA,10,NA,NA,NA,NA,NA,NA,28,0,0.0168,0,0.0184,0.99008,0.95664,0.94608,0.99792,0.99856,0,1.16359497479428,5.34184921250242e-07,7
RewardActivity,0,1,var2,25.0,5.0,25.0,1.0,8,1562500,47.9532,25,0.528633735109178,0,0,0,55,0,570,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,0.07488,0.07232,0.0368,0.04464,0.9864,0.92528,0.89872,0.99776,0.99872,0,1.2382207789794,1.59997802781688e-06,9
RewardActivity,0,1,var2,25.0,5.0,25.0,1.0,9,1562500,47.73896,25,0.530870614514841,0,0,0,29,0,596,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0.02656,0.0264,0.0256,0.02624,0.98848,0.95376,0.94304,0.99792,0.99888,0,1.19875800908602,1.59995920165516e-06,9
RewardActivity,0,1,var2,25.0,5.0,25.0,1.0,10,1562500,47.85432,25,0.529666140988715,0,0,0,43,0,582,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0.0536,0.01792,0.03856,0.03904,0.98864,0.9392,0.9192,0.99664,0.99936,0,1.21532827934006,1.59997087464269e-06,9
RewardActivity,0,1,var2,25.0,5.0,25.0,1.0,11,1562500,47.84608,25,0.529752174812009,0,0,0,42,0,583,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,0.06464,0.04672,0.0264,0.03968,0.98784,0.93872,0.91904,0.99888,0.99872,0,1.22218430280701,1.59997091520743e-06,9
RewardActivity,0,1,var2,25.0,5.0,25.0,1.0,12,1562500,47.72248,25,0.53104268216143,0,0,0,27,0,598,0,0,NA,NA,NA,144,NA,NA,NA,NA,NA,22,0.03552,0.01216,0.024,0.00304,0.98864,0.95808,0.944,0.99776,0.99792,0,1.17846073685189,8.01271891616808e-07,8
RewardActivity,0,1,var2,25.0,5.0,25.0,1.0,13,1562500,47.88728,25,0.529322005695536,0,0,0,47,0,578,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,0.07312,0.07264,0.05296,0.05408,0.98768,0.93136,0.91296,0.99888,0.9984,0,1.25684478008977,1.59998233071994e-06,9
RewardActivity,0,1,var2,25.0,5.0,25.0,1.0,14,1562500,47.78016,25,0.530440445398367,0,0,0,34,0,591,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.04592,0.03968,0.03728,0.02944,0.98912,0.94944,0.93568,0.99712,0.9984,0,1.21639933117356,1.60253342023528e-06,9
RewardActivity,0,1,var2,25.0,5.0,25.0,1.0,15,1562500,47.8708,25,0.529494073342125,0,0,0,45,0,580,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,0.06224,0.06,0.02208,0.03856,0.9872,0.93632,0.91664,0.99888,0.99872,0,1.22337848799634,1.59996914773705e-06,9
RewardActivity,0,1,var2,25.0,5.0,25.0,1.0,16,1562500,47.7472,25,0.530784580691546,0,0,0,30,0,595,0,0,NA,19,NA,NA,NA,NA,NA,NA,NA,23,0.0336,0,0.03664,0.01088,0.99008,0.95552,0.94144,0.9976,0.99856,0,1.18391082445592,7.9998825437541e-07,8
RewardActivity,0,1,var2,25.0,5.0,25.0,1.0,17,1562500,47.706,25,0.53121474980802,0,0,0,25,0,600,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,0.03904,0.0384,0.03568,0.03264,0.988,0.95744,0.94864,0.99824,0.9992,0,1.21617362983643,1.59997010827315e-06,9
RewardActivity,0,1,var2,25.0,5.0,25.0,1.0,18,1562500,47.7884,25,0.530354411575072,0,0,0,35,0,590,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,0.0536,0.0296,0.02512,0.03024,0.98784,0.9448,0.932,0.99888,0.99856,0,1.21418219975149,1.60253276657907e-06,9
RewardActivity,0,1,var2,25.0,5.0,25.0,1.0,19,1562500,48.00264,25,0.52811753216941,0,0,0,61,0,564,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.09616,0.09248,0.088,0.07792,0.99168,0.91408,0.88624,0.99728,0.9984,0,1.28483590141482,1.60255050458057e-06,9
RewardActivity,0,1,var2,25.0,5.0,25.0,1.0,20,1562500,48.06032,25,0.527515295406347,0,0,0,68,0,557,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0.10512,0.10208,0.09696,0.07648,0.98976,0.90768,0.88112,0.99872,0.99888,0,1.29866697655643,1.59998750052622e-06,9
RewardActivity,0,1,var2,25.0,5.0,30.0,1.0,1,1875000,52.73072,30,0.575298744551307,0,0,0,28,0,597,0,0,9,9,9,NA,NA,NA,NA,NA,NA,18,0,0,0,0.03216,0.98944,0.95504,0.94464,0.99696,0.9992,0,1.15601620783721,4.00640508021124e-07,6
RewardActivity,0,1,var2,25.0,5.0,30.0,1.0,2,1875000,52.69776,30,0.575637628923095,0,0,0,24,0,601,0,0,NA,NA,NA,133,NA,NA,NA,NA,NA,14,0.02592,0.01696,0.00944,0.00288,0.99056,0.96272,0.94864,0.99792,0.9992,0,1.17275611064571,7.99988272405995e-07,8
RewardActivity,0,1,var2,25.0,5.0,30.0,1.0,3,1875000,53.05208,30,0.571994621926384,0,0,0,67,0,558,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0.10416,0.08304,0.09584,0.08432,0.98784,0.9088,0.87936,0.99776,0.99856,0,1.29267386967867,1.60255151670252e-06,9
RewardActivity,0,1,var2,25.0,5.0,30.0,1.0,4,1875000,52.73896,30,0.57521402345836,0,0,0,29,0,596,0,0,NA,NA,9,NA,NA,NA,NA,NA,NA,19,0.04512,0.0376,0,0.03296,0.9888,0.95392,0.9424,0.99744,0.99888,0,1.20220532717303,7.99994808162151e-07,8
RewardActivity,0,1,var2,25.0,5.0,30.0,1.0,5,1875000,52.65656,30,0.57606123438783,0,0,0,19,0,606,0,0,NA,87,9,NA,NA,NA,NA,NA,NA,21,0.01392,0,0,0.02032,0.9888,0.96912,0.95776,0.99696,0.99872,0,1.16382935529542,5.33329943630448e-07,7
RewardActivity,0,1,var2,25.0,5.0,30.0,1.0,6,1875000,52.8296,30,0.574282091435944,0,0,0,40,0,585,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,0.03696,0.05856,0.04224,0.03872,0.98912,0.94112,0.92448,0.99712,0.99856,0,1.21887703547949,1.60253635680147e-06,9
RewardActivity,0,1,var2,25.0,5.0,30.0,1.0,7,1875000,52.81312,30,0.574451533621837,0,0,0,38,0,587,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,0.05536,0.0528,0.03376,0.0224,0.98704,0.94544,0.92624,0.9976,0.99952,0,1.22426595956159,1.60253446907146e-06,9
RewardActivity,0,1,var2,25.0,5.0,30.0,1.0,8,1875000,52.92024,30,0.573350159413531,0,0,0,51,0,574,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,0.07776,0.07184,0.02176,0.06208,0.9896,0.92592,0.90752,0.9976,0.99888,0,1.24322650884205,1.59997511958921e-06,9
RewardActivity,0,1,var2,25.0,5.0,30.0,1.0,9,1875000,52.80488,30,0.574536254714784,0,0,0,37,0,588,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,0.05504,0.05488,0.01568,0.0208,0.98688,0.9456,0.92912,0.99824,0.99904,0,1.21484185034977,1.59996512757401e-06,9
RewardActivity,0,1,var2,25.0,5.0,30.0,1.0,10,1875000,52.83784,30,0.574197370342998,0,0,0,41,0,584,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0.0624,0.05312,0.04368,0.04144,0.98848,0.93744,0.92224,0.99872,0.99856,0,1.23793111874766,1.59997703412831e-06,9
RewardActivity,0,1,var2,25.0,5.0,30.0,1.0,11,1875000,52.8296,30,0.574282091435944,0,0,0,40,0,585,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0.04896,0.04832,0.03664,0.03408,0.99136,0.94112,0.9224,0.99856,0.99872,0,1.22076401837289,1.60253664784862e-06,9
RewardActivity,0,1,var2,25.0,5.0,30.0,1.0,12,1875000,52.54944,30,0.577162608596141,0,0,0,6,0,619,0,0,NA,NA,181,114,NA,NA,NA,NA,NA,11,0.00864,0.00928,0.00624,0.0008,0.9888,0.9816,0.98048,0.99744,0.99888,0,1.1579215539641,5.34181954900954e-07,7
RewardActivity,0,1,var2,25.0,5.0,30.0,1.0,13,1875000,52.76368,30,0.574959860179519,0,0,0,32,0,593,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0.04928,0.04928,0.04528,0.03744,0.98896,0.95248,0.93632,0.99776,0.99856,0,1.23330057012768,1.59997586696458e-06,9
RewardActivity,0,1,var2,25.0,5.0,30.0,1.0,14,1875000,52.64008,30,0.576230676573724,0,0,0,17,0,608,0,0,NA,NA,9,NA,NA,NA,NA,NA,NA,15,0.02112,0.0208,0,0.0152,0.98832,0.96736,0.96112,0.9976,0.99792,0,1.17777654049897,7.99989484903305e-07,8
RewardActivity,0,1,var2,25.0,5.0,30.0,1.0,15,1875000,52.7884,30,0.574705696900678,0,0,0,35,0,590,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0.052,0.05056,0.04688,0.04064,0.98608,0.94752,0.9336,0.99616,0.99808,0,1.23752274394377,1.59997775710653e-06,9
RewardActivity,0,1,var2,25.0,5.0,30.0,1.0,16,1875000,52.83784,30,0.574197370342997,0,0,0,41,0,584,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.06,0.03488,0.03744,0.01552,0.98912,0.94528,0.92096,0.99696,0.99808,0,1.20939714923955,1.60249166318326e-06,9
RewardActivity,0,1,var2,25.0,5.0,30.0,1.0,17,1875000,53.02736,30,0.572248785205224,0,0,0,64,0,561,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,0.09568,0.09568,0.08304,0.07808,0.98992,0.916,0.88752,0.99808,0.99808,0,1.2857291313939,1.60255071946494e-06,9
RewardActivity,0,1,var2,25.0,5.0,30.0,1.0,18,1875000,53.01088,30,0.572418227391118,0,0,0,62,0,563,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0.09376,0.08992,0.05072,0.06832,0.98912,0.91088,0.8872,0.99776,0.99888,0,1.26493927463101,1.59998374264453e-06,9
RewardActivity,0,1,var2,25.0,5.0,30.0,1.0,19,1875000,52.9532,30,0.573011275041744,0,0,0,55,0,570,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,0.07376,0.08384,0.06832,0.05104,0.9904,0.9232,0.8984,0.99728,0.99808,0,1.26139707448355,1.60254739107227e-06,9
RewardActivity,0,1,var2,25.0,5.0,30.0,1.0,20,1875000,52.64832,30,0.576145955480777,0,0,0,18,0,607,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,0.02784,0.01072,0.01936,0.02144,0.98864,0.96688,0.96144,0.99824,0.99936,0,1.18551599372766,1.59993529971389e-06,9
RewardActivity,0,1,var2,25.0,5.0,40.0,1.0,1,2500000,62.92024,40,0.640823703987665,0,0,0,51,0,574,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.07968,0.0784,0.0744,0.06656,0.99232,0.92832,0.90688,0.99792,0.99856,0,1.27172221562724,1.60512115330871e-06,9
RewardActivity,0,1,var2,25.0,5.0,40.0,1.0,2,2500000,62.68128,40,0.643146729259617,0,0,0,22,0,603,0,0,NA,NA,9,NA,NA,NA,NA,NA,NA,14,0.03456,0.0336,0,0.02016,0.99408,0.9624,0.95248,0.99664,0.99952,0,1.18670402538327,8.01274560313503e-07,8
RewardActivity,0,1,var2,25.0,5.0,40.0,1.0,3,2500000,62.96968,40,0.64034307806933,0,0,0,57,0,568,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0.08672,0.05232,0.06128,0.06288,0.98768,0.91936,0.89504,0.99856,0.99968,0,1.25578240289129,1.59998246165398e-06,9
RewardActivity,0,1,var2,25.0,5.0,40.0,1.0,4,2500000,62.65656,40,0.643387042218785,0,0,0,19,0,606,0,0,NA,NA,NA,157,NA,NA,NA,NA,NA,18,0.02688,0.01888,0.0072,0.00608,0.98912,0.97024,0.95744,0.99776,0.99856,0,1.17008269190311,8.01264901093571e-07,8
RewardActivity,0,1,var2,25.0,5.0,40.0,1.0,5,2500000,62.90376,40,0.64098391262711,0,0,0,49,0,576,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.07392,0.05984,0.02656,0.02336,0.98928,0.93168,0.90864,0.99728,0.9984,0,1.21766845767271,1.60252800060427e-06,9
RewardActivity,0,1,var2,25.0,5.0,40.0,1.0,6,2500000,62.73896,40,0.64258599902156,0,0,0,29,0,596,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0.044,0.03232,0.01072,0.03536,0.98928,0.95328,0.94288,0.99808,0.99888,0,1.20135784585421,1.59994474998343e-06,9
RewardActivity,0,1,var2,25.0,5.0,40.0,1.0,7,2500000,62.90376,40,0.64098391262711,0,0,0,49,0,576,0,0,9,NA,NA,NA,NA,NA,NA,NA,NA,20,0,0.06816,0.06368,0.0576,0.98944,0.93104,0.90944,0.99776,0.99904,0,1.22654195523933,8.01278694534627e-07,8
RewardActivity,0,1,var2,25.0,5.0,40.0,1.0,8,2500000,62.6648,40,0.643306937899063,0,0,0,20,0,605,0,0,9,NA,NA,NA,NA,NA,NA,NA,NA,16,0,0.02416,0.02224,0.01952,0.98768,0.96464,0.95616,0.9984,0.99776,0,1.17642534455935,7.99989537950975e-07,8
RewardActivity,0,1,var2,25.0,5.0,40.0,1.0,9,2500000,62.64832,40,0.643467146538507,0,0,0,18,0,607,0,0,NA,NA,13,195,NA,NA,NA,NA,NA,23,0.02576,0.00832,0,0.008,0.9856,0.96736,0.95952,0.99824,0.99824,0,1.16494890258646,8.01251178121893e-07,8
RewardActivity,0,1,var2,25.0,5.0,40.0,1.0,10,2500000,62.88728,40,0.641144121266555,0,0,0,47,0,578,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,0.07232,0.05312,0.0488,0.05024,0.99056,0.9296,0.91488,0.99792,0.99872,0,1.24548749662347,1.59998001432615e-06,9
RewardActivity,0,1,var2,25.0,5.0,40.0,1.0,11,2500000,62.98616,40,0.640182869429885,0,0,0,59,0,566,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.09056,0.0848,0.07568,0.06624,0.98784,0.91648,0.89632,0.99776,0.9984,0,1.26668380539708,1.60254841355542e-06,9
RewardActivity,0,1,var2,25.0,5.0,40.0,1.0,12,2500000,62.84608,40,0.641544642865167,0,0,0,42,0,583,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,0.06208,0.06288,0.05008,0.03296,0.98992,0.93968,0.92032,0.99776,0.99888,0,1.22907990321916,1.60253453857211e-06,9
RewardActivity,0,1,var2,25.0,5.0,40.0,1.0,13,2500000,62.85432,40,0.641464538545445,0,0,0,43,0,582,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,0.06336,0.06096,0.05408,0.02528,0.9904,0.93888,0.9184,0.9976,0.99888,0,1.23868635175438,1.60254027471639e-06,9
RewardActivity,0,1,var2,25.0,5.0,40.0,1.0,14,2500000,63.01088,40,0.639942556470716,0,0,0,62,0,563,0,0,NA,NA,61,NA,NA,NA,NA,NA,NA,28,0.09568,0.03264,0,0.0736,0.98848,0.91136,0.89088,0.99776,0.9984,0,1.24837139479332,8.01279539475647e-07,8
RewardActivity,0,1,var2,25.0,5.0,40.0,1.0,15,2500000,62.912,40,0.640903808307388,0,0,0,50,0,575,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,0.07808,0.06816,0.06896,0.05504,0.99072,0.92576,0.91072,0.99808,0.99808,0,1.26853691093668,1.59998422474795e-06,9
RewardActivity,0,1,var2,25.0,5.0,40.0,1.0,16,2500000,62.86256,40,0.641384434225722,0,0,0,44,0,581,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0.0512,0.03952,0.01568,0.03184,0.988,0.93712,0.91776,0.99776,0.9976,0,1.2074658592728,1.60252716030576e-06,9
RewardActivity,0,1,var2,25.0,5.0,40.0,1.0,17,2500000,62.63184,40,0.643627355177952,0,0,0,16,0,609,0,0,NA,9,9,NA,NA,NA,NA,NA,NA,17,0.01952,0,0,0.00992,0.99008,0.96848,0.96208,0.99728,0.99984,0,1.16174856934431,5.33328858650649e-07,7
RewardActivity,0,1,var2,25.0,5.0,40.0,1.0,18,2500000,62.88728,40,0.641144121266555,0,0,0,47,0,578,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,0.07328,0.07024,0.06864,0.048,0.99056,0.93024,0.9144,0.99856,0.99872,0,1.26078054454443,1.59998284039105e-06,9
RewardActivity,0,1,var2,25.0,5.0,40.0,1.0,19,2500000,62.65656,40,0.643387042218785,0,0,0,19,0,606,0,0,NA,NA,NA,175,NA,NA,NA,NA,NA,26,0.0248,0.0216,0.01792,0.00432,0.98976,0.96656,0.95568,0.99696,0.99824,0,1.17386605357222,8.01270773067385e-07,8
RewardActivity,0,1,var2,25.0,5.0,40.0,1.0,20,2500000,62.8296,40,0.641704851504613,0,0,0,40,0,585,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0.04976,0.0496,0.01568,0.02832,0.9872,0.94432,0.92336,0.99872,0.9984,0,1.21072104462577,1.59996148054828e-06,9
RewardActivity,0,1,var2,25.0,5.0,50.0,1.0,1,3125000,72.9532,50,0.68946321081519,0,0,0,55,0,570,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,0.0832,0.064,0.04944,0.03152,0.98912,0.92432,0.9,0.9976,0.99856,0,1.24808459472656,1.59998006415884e-06,9
RewardActivity,0,1,var2,25.0,5.0,50.0,1.0,2,3125000,72.79664,50,0.690883519811716,0,0,0,36,0,589,0,0,NA,NA,NA,178,NA,NA,NA,NA,NA,17,0.05296,0.04032,0.0208,0.00576,0.98816,0.94848,0.93104,0.99728,0.99872,0,1.19968060565797,7.99993870603754e-07,8
RewardActivity,0,1,var2,25.0,5.0,50.0,1.0,3,3125000,72.59888,50,0.692677594333645,0,0,0,12,0,613,0,0,NA,NA,32,62,NA,NA,NA,NA,NA,17,0.00688,0.00656,0,0,0.98736,0.97568,0.96928,0.99776,0.99904,0,1.15202534842497,5.3417987689196e-07,7
RewardActivity,0,1,var2,25.0,5.0,50.0,1.0,4,3125000,72.82136,50,0.690659260496475,0,0,0,39,0,586,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0.04256,0.04032,0.0152,0.0248,0.98768,0.94288,0.92352,0.9976,0.99904,0,1.20229073928883,1.6025191119907e-06,9
RewardActivity,0,1,var2,25.0,5.0,50.0,1.0,5,3125000,72.79664,50,0.690883519811716,0,0,0,36,0,589,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0.0528,0.03024,0.02016,0.02944,0.98688,0.94384,0.92976,0.9992,0.99904,0,1.2079691803252,1.60252764033366e-06,9
RewardActivity,0,1,var2,25.0,5.0,50.0,1.0,6,3125000,72.69776,50,0.691780557072681,0,0,0,24,0,601,0,0,NA,11,NA,NA,NA,NA,NA,NA,NA,16,0.0264,0,0.02016,0.01856,0.98832,0.95744,0.95152,0.99792,0.9992,0,1.17630056145835,8.01271834046165e-07,8
RewardActivity,0,1,var2,25.0,5.0,50.0,1.0,7,3125000,73.10152,50,0.688117654923744,0,0,0,73,0,552,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,0.11168,0.11152,0.10368,0.07984,0.9896,0.90496,0.8712,0.99744,0.9984,0,1.30591573375694,1.60255243343729e-06,9
RewardActivity,0,1,var2,25.0,5.0,50.0,1.0,8,3125000,73.10152,50,0.688117654923744,0,0,0,73,0,552,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,0.1128,0.1112,0.09024,0.07632,0.9896,0.90064,0.86736,0.99728,0.9984,0,1.2973590227752,1.60512419192772e-06,9
RewardActivity,0,1,var2,25.0,5.0,50.0,1.0,9,3125000,72.97792,50,0.689238951499949,0,0,0,58,0,567,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,0.09072,0.08928,0.0704,0.05744,0.98928,0.91728,0.89376,0.99664,0.99856,0,1.27014346825987,1.59998452850537e-06,9
RewardActivity,0,1,var2,25.0,5.0,50.0,1.0,10,3125000,72.81312,50,0.690734013601556,0,0,0,38,0,587,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,0.05744,0.04096,0.04512,0.03024,0.98944,0.94336,0.92672,0.99696,0.99872,0,1.22478699167534,1.60253656361783e-06,9
RewardActivity,0,1,var2,25.0,5.0,50.0,1.0,11,3125000,72.88728,50,0.690061235655832,0,0,0,47,0,578,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,0.05264,0.04672,0.02608,0.03728,0.98768,0.93424,0.9128,0.99664,0.99872,0,1.21174945185046,1.60252853472156e-06,9
RewardActivity,0,1,var2,25.0,5.0,50.0,1.0,12,3125000,72.7884,50,0.690958272916796,0,0,0,35,0,590,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0.05424,0.05296,0.0376,0.04688,0.98864,0.94768,0.93168,0.99856,0.99856,0,1.23799607223042,1.59997753991728e-06,9
RewardActivity,0,1,var2,25.0,5.0,50.0,1.0,13,3125000,73.04384,50,0.688640926659306,0,0,0,66,0,559,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0.1024,0.09664,0.06688,0.07296,0.98784,0.9112,0.88112,0.99792,0.99856,0,1.27582720548859,1.59998538577581e-06,9
RewardActivity,0,1,var2,25.0,5.0,50.0,1.0,14,3125000,72.73896,50,0.691406791547279,0,0,0,29,0,596,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,0.03808,0.03568,0.03216,0.02752,0.98928,0.95376,0.94272,0.99792,0.99888,0,1.21206295818875,1.59996798193569e-06,9
RewardActivity,0,1,var2,25.0,5.0,50.0,1.0,15,3125000,72.82136,50,0.690659260496475,0,0,0,39,0,586,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.02256,0.04736,0.01536,0.0344,0.98832,0.94448,0.92736,0.99744,0.9984,0,1.20197289106139,1.60252268421397e-06,9
RewardActivity,0,1,var2,25.0,5.0,50.0,1.0,16,3125000,73.2004,50,0.687220617662781,0,0,0,85,0,540,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,0.13168,0.13296,0.09072,0.1096,0.98992,0.88384,0.8504,0.9968,0.99872,0,1.32218773919737,1.59998978418145e-06,9
RewardActivity,0,1,var2,25.0,5.0,50.0,1.0,17,3125000,72.706,50,0.6917058039676,0,0,0,25,0,600,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0.032,0.03136,0.03136,0.0216,0.98848,0.96128,0.94784,0.99824,0.9984,0,1.19809044368531,1.60252065542781e-06,9
RewardActivity,0,1,var2,25.0,5.0,50.0,1.0,18,3125000,72.61536,50,0.692528088123484,0,0,0,14,0,611,0,0,73,9,76,NA,NA,NA,NA,NA,NA,14,0,0,0,0.01616,0.99072,0.97168,0.96544,0.99856,0.9992,0,1.15038697572268,4.00639831330369e-07,6
RewardActivity,0,1,var2,25.0,5.0,50.0,1.0,19,3125000,72.7884,50,0.690958272916797,0,0,0,35,0,590,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,0.05168,0.0424,0.03904,0.032,0.98928,0.94848,0.9296,0.99712,0.99856,0,1.22213398231507,1.6051083549744e-06,9
RewardActivity,0,1,var2,25.0,5.0,50.0,1.0,20,3125000,72.6648,50,0.692079569493003,0,0,0,20,0,605,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,0.02992,0.0288,0.0184,0.01632,0.98656,0.96336,0.95632,0.99744,0.9984,0,1.19048299634671,1.59994513955369e-06,9
RewardActivity,0,1,var2,25.0,5.0,100.0,1.0,1,6250000,122.67304,100,0.81682575347138,0,0,0,21,0,604,0,0,NA,NA,155,NA,NA,NA,NA,NA,NA,15,0.03136,0.00512,0.004,0.01552,0.98768,0.9648,0.956,0.9984,0.99856,0,1.17276147198904,7.99983769198418e-07,8
