Report start year,100,Report stop year,299,(inclusive)
Government,Sink,StopC2,Market,BET,ASP,Reward,Ratio,Run,Expenditure,Income,Subsidy,Subsidy.Proportion,Bankruptcies,Land.Use.Change,Occupancy.LU.1,Occupancy.LU.2,Occupancy.LU.3,Occupancy.LU.4,Occupancy.LU.5,Occupancy.LU.6,Extinction.SPP.1,Extinction.SPP.2,Extinction.SPP.3,Extinction.SPP.4,Extinction.SPP.5,Extinction.SPP.6,Extinction.SPP.7,Extinction.SPP.8,Extinction.SPP.9,Extinction.SPP.10,Occupancy.SPP.1,Occupancy.SPP.2,Occupancy.SPP.3,Occupancy.SPP.4,Occupancy.SPP.5,Occupancy.SPP.6,Occupancy.SPP.7,Occupancy.SPP.8,Occupancy.SPP.9,Occupancy.SPP.10,Shannon,Equitability,Richness
RewardSpecies,0,1,var2,25.0,1.0,25.0,1.0,6,4623475,96.283471952,73.9756,0.753338098412897,0,0,316,0,0,309,0,0,21,13,15,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.4744,0.98976,0.9912,0.46576,0.49072,0.49264,0.49232,1.18630228018485,5.40248156173966e-07,7
RewardSpecies,0,1,var2,25.0,1.0,25.0,1.0,7,4724375,97.910032048,75.59,0.757395369250171,0,0,296,0,0,329,0,0,17,11,17,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.44336,0.98848,0.98592,0.49584,0.52224,0.524,0.46064,1.19564038311276,5.35905329703375e-07,7
RewardSpecies,0,1,var2,25.0,1.0,25.0,1.0,8,4663800,96.93353624,74.6208,0.755035481929015,0,0,308,0,0,317,0,0,10,10,10,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.46528,0.98576,0.98992,0.48352,0.50368,0.50416,0.47856,1.19433716848253,5.38502609082572e-07,7
RewardSpecies,0,1,var2,25.0,1.0,25.0,1.0,9,4597575,95.86603208,73.5612,0.75236970661824,0,0,321,0,0,304,0,0,10,10,10,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.484,0.98832,0.9896,0.44976,0.48208,0.48208,0.50064,1.18683741248045,5.36768296159882e-07,7
RewardSpecies,0,1,var2,25.0,1.0,25.0,1.0,10,4592275,95.780623984,73.4764,0.752131828506838,0,0,322,0,0,303,0,0,19,18,12,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.4864,0.98928,0.98688,0.45424,0.48016,0.48176,0.50368,1.18228686592058,5.39373964973928e-07,7
RewardSpecies,0,1,var2,25.0,1.0,25.0,1.0,11,4749350,98.312672352,75.9896,0.758358401818297,0,0,291,0,0,334,0,0,17,17,17,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.4296,0.98864,0.99008,0.50752,0.5304,0.53152,0.44816,1.19845585503456,5.37634057740564e-07,7
RewardSpecies,0,1,var2,25.0,1.0,25.0,1.0,12,4628275,96.360880152,74.0524,0.75362232433925,0,0,315,0,0,310,0,0,15,10,9,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.48032,0.988,0.98672,0.46736,0.49104,0.4936,0.49264,1.19162709156984,5.36768299789575e-07,7
RewardSpecies,0,1,var2,25.0,1.0,25.0,1.0,13,4546800,95.046490024,72.7488,0.750276213706508,0,1.61616161616162e-05,330.888888888889,0,0,294.111111111111,0,0,13,13,11,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.49968,0.99216,0.988,0.43536,0.46752,0.46768,0.51632,1.17898714982639,5.40248150865454e-07,7
RewardSpecies,0,1,var2,25.0,1.0,25.0,1.0,14,4785450,98.894528128,76.5672,0.759832841192966,0,0,284,0,0,341,0,0,10,11,12,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.42032,0.99152,0.98976,0.52064,0.54144,0.54368,0.43664,1.20051866597624,5.35905330453113e-07,7
RewardSpecies,0,1,var2,25.0,1.0,25.0,1.0,15,4604250,95.973440128,73.668,0.752690225310837,0,0,320,0,0,305,0,0,10,8,8,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.48352,0.98736,0.98816,0.46064,0.48256,0.48464,0.49968,1.188715718417,5.38502605956687e-07,7
RewardSpecies,0,1,var2,25.0,1.0,25.0,1.0,16,4660000,96.87212804,74.56,0.754866309909376,0,0,309,0,0,316,0,0,15,12,12,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.46464,0.98768,0.99008,0.4792,0.50032,0.50176,0.47984,1.19075099082292,5.41125185062234e-07,7
RewardSpecies,0,1,var2,25.0,1.0,25.0,1.0,17,4626225,96.326542016,74.0196,0.753532421803423,0,1.61616161616162e-05,315.878787878788,0,0,309.121212121212,0,0,10,9,9,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.47616,0.9888,0.98752,0.4672,0.49008,0.49184,0.49232,1.19059190563698,5.36768299048258e-07,7
RewardSpecies,0,1,var2,25.0,1.0,25.0,1.0,18,4641925,96.580688032,74.2708,0.754114149739433,0,1.61616161616162e-05,312.393939393939,0,0,312.606060606061,0,0,12,15,12,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.47152,0.9888,0.98688,0.47328,0.49584,0.49696,0.48688,1.19118776391298,5.39373971004252e-07,7
RewardSpecies,0,1,var2,25.0,1.0,25.0,1.0,19,4643375,96.603170064,74.294,0.754099061589978,0,1.61616161616162e-05,311.89898989899,0,0,313.10101010101,0,0,11,11,10,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.4696,0.98864,0.9896,0.4776,0.49728,0.49712,0.4848,1.19091223737422,5.3590532728346e-07,7
RewardSpecies,0,1,var2,25.0,1.0,25.0,1.0,20,4686700,97.30202196,74.9872,0.756007573936567,0,1.61616161616162e-05,303.505050505051,0,0,321.494949494949,0,0,13,12,10,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.4528,0.98992,0.98864,0.49152,0.50912,0.51072,0.47072,1.19245148282304,5.40248159753034e-07,7
RewardSpecies,0,1,var2,25.0,1.0,30.0,1.0,1,5814480,115.366303976,93.03168,0.792909295019417,0,0,272,0,0,353,0,0,13,12,11,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.40016,0.98928,0.98944,0.5424,0.56112,0.5624,0.41936,1.19884549008018,5.36768297480516e-07,7
RewardSpecies,0,1,var2,25.0,1.0,30.0,1.0,2,5642610,112.599359992,90.28176,0.78763760762618,0,0,300,0,0,325,0,0,14,11,9,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.45152,0.98944,0.98752,0.49072,0.51568,0.51808,0.46848,1.19614377902082,5.38502609581335e-07,7
RewardSpecies,0,1,var2,25.0,1.0,30.0,1.0,3,5532450,110.825247984,88.5192,0.784306417375888,0,0,319,0,0,306,0,0,12,8,14,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.48256,0.98976,0.98816,0.45696,0.4864,0.48656,0.4984,1.19016003069741,5.38502606626001e-07,7
RewardSpecies,0,1,var2,25.0,1.0,30.0,1.0,4,5678370,113.174560016,90.85392,0.788710576558525,0,0,295,0,0,330,0,0,10,9,8,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.43776,0.98944,0.98704,0.50464,0.52096,0.52592,0.45632,1.19395416328834,5.38502607644199e-07,7
RewardSpecies,0,1,var2,25.0,1.0,30.0,1.0,5,5530230,110.789572,88.48368,0.784165799657923,0,1.61616161616162e-05,318.545454545455,0,0,306.454545454545,0,0,15,12,12,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.48128,0.98944,0.98688,0.45664,0.48512,0.4872,0.49504,1.18601089625789,5.37634051316915e-07,7
RewardSpecies,0,1,var2,25.0,1.0,30.0,1.0,6,5574090,111.495744008,89.18544,0.785651294778832,0,0,312,0,0,313,0,0,14,13,13,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.46864,0.99008,0.98768,0.46864,0.49584,0.49888,0.48208,1.18769583020797,5.35905325468872e-07,7
RewardSpecies,0,1,var2,25.0,1.0,30.0,1.0,7,5584620,111.665401008,89.35392,0.785884961722033,0,1.61616161616162e-05,310.020202020202,0,0,314.979797979798,0,0,12,13,10,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.46464,0.98864,0.98976,0.4768,0.49952,0.50112,0.4816,1.19247550612054,5.38502608759461e-07,7
RewardSpecies,0,1,var2,25.0,1.0,30.0,1.0,8,5589990,111.751968,89.43984,0.786037023442608,0,0,309,0,0,316,0,0,11,9,11,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.46704,0.98816,0.988,0.47888,0.50096,0.50272,0.47616,1.18913270512666,5.38502605906453e-07,7
RewardSpecies,0,1,var2,25.0,1.0,30.0,1.0,9,5598570,111.889297008,89.57712,0.786310774756218,0,1.61616161616162e-05,307.858585858586,0,0,317.141414141414,0,0,9,12,18,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.45968,0.98896,0.9904,0.48048,0.50368,0.50336,0.47904,1.19143091577035,5.37634054970123e-07,7
RewardSpecies,0,1,var2,25.0,1.0,30.0,1.0,10,5639340,112.546029992,90.22944,0.787485402216845,0,1.61616161616162e-05,300.666666666667,0,0,324.333333333333,0,0,11,16,16,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.45232,0.9888,0.98944,0.49264,0.51408,0.5168,0.46736,1.19559161193478,5.38502609294419e-07,7
RewardSpecies,0,1,var2,25.0,1.0,30.0,1.0,11,5630310,112.400735984,90.08496,0.7872212941405,0,0,303,0,0,322,0,0,17,12,12,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.45872,0.99008,0.9888,0.48688,0.51216,0.51232,0.47248,1.19229083341875,5.37634055284332e-07,7
RewardSpecies,0,1,var2,25.0,1.0,30.0,1.0,12,5583510,111.646988016,89.33616,0.785858478521693,0,1.61616161616162e-05,310.414141414141,0,0,314.585858585859,0,0,14,14,10,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.46464,0.98704,0.98896,0.47408,0.49984,0.50096,0.48112,1.19244340490796,5.37634055442773e-07,7
RewardSpecies,0,1,var2,25.0,1.0,30.0,1.0,13,5674260,113.108799992,90.78816,0.788591666427296,0,0,295,0,0,330,0,0,15,15,8,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.44016,0.98784,0.98928,0.5024,0.52432,0.52576,0.4552,1.1926615108049,5.38502606881447e-07,7
RewardSpecies,0,1,var2,25.0,1.0,30.0,1.0,14,5638530,112.532542,90.21648,0.78753220374003,0,1.61616161616162e-05,300.878787878788,0,0,324.121212121212,0,0,10,10,13,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.45104,0.98736,0.99024,0.48976,0.5128,0.51504,0.46784,1.19535963397429,5.38502609323415e-07,7
RewardSpecies,0,1,var2,25.0,1.0,30.0,1.0,15,5617740,112.199008008,89.88384,0.786732064061062,0,0,304,0,0,321,0,0,8,9,9,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.45904,0.98688,0.9888,0.48448,0.50992,0.51104,0.47264,1.19409330354523,5.37634056363267e-07,7
RewardSpecies,0,1,var2,25.0,1.0,30.0,1.0,16,5519610,110.618592,88.31376,0.783969401809607,0,0,321,0,0,304,0,0,9,11,15,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.48592,0.98992,0.9888,0.45568,0.48224,0.48384,0.49776,1.19028608113304,5.35905326946976e-07,7
RewardSpecies,0,1,var2,25.0,1.0,30.0,1.0,17,5542230,110.982944,88.67568,0.784566878228968,0,0,317,0,0,308,0,0,15,15,15,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.48304,0.9912,0.99088,0.46528,0.48896,0.49072,0.49216,1.19417361863911,5.35905329073538e-07,7
RewardSpecies,0,1,var2,25.0,1.0,30.0,1.0,18,5442720,109.380447976,87.08352,0.781592339696547,0,0,334,0,0,291,0,0,16,15,8,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.51072,0.98912,0.98896,0.43184,0.4616,0.46288,0.52048,1.18133653134454,5.40248151626509e-07,7
RewardSpecies,0,1,var2,25.0,1.0,30.0,1.0,19,5736600,114.111389992,91.7856,0.790450297113897,0,1.61616161616162e-05,284.878787878788,0,0,340.121212121212,0,0,14,11,15,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.42528,0.98768,0.99088,0.51888,0.54112,0.54128,0.43856,1.19635254026269,5.38502607527256e-07,7
RewardSpecies,0,1,var2,25.0,1.0,30.0,1.0,20,5627940,112.361670016,90.04704,0.787276201187122,0,1.61616161616162e-05,302.909090909091,0,0,322.090909090909,0,0,16,13,9,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.45392,0.98832,0.98928,0.48896,0.51104,0.51136,0.46944,1.19532761802495,5.40248161205911e-07,7
RewardSpecies,0,1,var2,25.0,1.0,40.0,1.0,1,7537480,142.918495999999,120.59968,0.830974593395684,0,0,298,0,0,327,0,0,10,26,11,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.44416,0.98592,0.99024,0.4992,0.5184,0.52048,0.46352,1.19896084838157,5.35905331764669e-07,7
RewardSpecies,0,1,var2,25.0,1.0,40.0,1.0,2,7412800,140.913887984001,118.6048,0.828747381986625,0,0,314,0,0,311,0,0,11,8,11,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.47472,0.98944,0.98848,0.47024,0.49328,0.49328,0.48912,1.1930026913725,5.3763405553774e-07,7
RewardSpecies,0,1,var2,25.0,1.0,40.0,1.0,3,7425200,141.112744008,118.8032,0.828882583807437,0,1.61616161616162e-05,312.585858585859,0,0,312.414141414141,0,0,17,13,14,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.47168,0.98768,0.98736,0.47424,0.49552,0.49728,0.48944,1.19276411931615,5.39373971661956e-07,7
RewardSpecies,0,1,var2,25.0,1.0,40.0,1.0,4,7300280,139.105055992002,116.80448,0.826531405218201,0,0,328,0,0,297,0,0,12,14,12,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.49872,0.98656,0.988,0.44208,0.4704,0.47264,0.5112,1.18127511572728,5.40248152806541e-07,7
RewardSpecies,0,1,var2,25.0,1.0,40.0,1.0,5,7516520,142.581311992,120.26432,0.830657495530697,0,0,301,0,0,324,0,0,9,9,9,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.45088,0.9872,0.98768,0.49184,0.51376,0.51584,0.4672,1.19221876301218,5.38502607691705e-07,7
RewardSpecies,0,1,var2,25.0,1.0,40.0,1.0,6,7397920,140.673693976002,118.36672,0.828401293731391,0,1.61616161616162e-05,316.070707070707,0,0,308.929292929293,0,0,15,18,15,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.47664,0.988,0.98704,0.46528,0.48944,0.49136,0.48944,1.1918345507546,5.37634055146895e-07,7
RewardSpecies,0,1,var2,25.0,1.0,40.0,1.0,7,7308720,139.240704032002,116.93952,0.826653379976103,0,0,327,0,0,298,0,0,10,11,9,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.49504,0.98736,0.98736,0.444,0.47216,0.47472,0.51232,1.18677913922726,5.36768296284116e-07,7
RewardSpecies,0,1,var2,25.0,1.0,40.0,1.0,8,7487120,142.10848,119.79392,0.830012243322571,0,0,305,0,0,320,0,0,16,14,17,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.45328,0.98672,0.98848,0.4832,0.50704,0.51008,0.47296,1.18850452060342,5.38502605439945e-07,7
RewardSpecies,0,1,var2,25.0,1.0,40.0,1.0,9,7513840,142.537824,120.22144,0.830626911854587,0,0,302,0,0,323,0,0,14,11,14,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.45584,0.98864,0.98992,0.4904,0.51232,0.51376,0.47184,1.19325231882197,5.376340556231e-07,7
RewardSpecies,0,1,var2,25.0,1.0,40.0,1.0,10,7526480,142.741280008,120.42368,0.830785165196862,0,0,300,0,0,325,0,0,14,12,15,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.44704,0.9904,0.98912,0.49424,0.51488,0.51696,0.46544,1.19232521733386,5.37634054673098e-07,7
RewardSpecies,0,1,var2,25.0,1.0,40.0,1.0,11,7218560,137.791456016,115.49696,0.82491143651805,0,0,338,0,0,287,0,0,17,19,11,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.51456,0.98688,0.99024,0.4256,0.45488,0.4568,0.52992,1.1829600683193,5.35905321079332e-07,7
RewardSpecies,0,1,var2,25.0,1.0,40.0,1.0,12,7138360,136.502176,114.21376,0.823406943449713,0,0,348,0,0,277,0,0,9,9,12,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.53024,0.98624,0.99088,0.408,0.43728,0.43904,0.54592,1.17483284486867,5.38502594345244e-07,7
RewardSpecies,0,1,var2,25.0,1.0,40.0,1.0,13,7624640,144.319135999995,121.99424,0.832639804907559,0,0,288,0,0,337,0,0,17,11,10,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.42896,0.99024,0.98928,0.51248,0.53536,0.536,0.444,1.19999250466803,5.36768302860029e-07,7
RewardSpecies,0,1,var2,25.0,1.0,40.0,1.0,14,7446320,141.452640008,119.14112,0.82931073589318,0,0,310,0,0,315,0,0,8,8,8,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.46704,0.98928,0.9896,0.47776,0.49952,0.50144,0.48176,1.19536507244395,5.38502609803787e-07,7
RewardSpecies,0,1,var2,25.0,1.0,40.0,1.0,15,7399160,140.693402032001,118.38656,0.828394045866638,0,1.61616161616162e-05,316.080808080808,0,0,308.919191919192,0,0,13,8,9,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.47728,0.98928,0.988,0.46576,0.4888,0.49136,0.49088,1.18663206096834,5.37634051781488e-07,7
RewardSpecies,0,1,var2,25.0,1.0,40.0,1.0,16,7413160,140.919647968001,118.61056,0.828651304933645,0,0,314,0,0,311,0,0,9,10,9,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.47248,0.98736,0.98976,0.47152,0.4928,0.4952,0.4864,1.19064868454015,5.3850260709954e-07,7
RewardSpecies,0,1,var2,25.0,1.0,40.0,1.0,17,7286320,138.880479960001,116.58112,0.826245172248682,0,0,330,0,0,295,0,0,14,11,11,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.50176,0.98736,0.98688,0.44336,0.4688,0.46976,0.51584,1.18489611824705,5.36768294784063e-07,7
RewardSpecies,0,1,var2,25.0,1.0,40.0,1.0,18,7543600,143.016416015999,120.6976,0.831182252179695,0,0,298,0,0,327,0,0,12,10,12,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.44208,0.99024,0.99104,0.49904,0.51936,0.52032,0.46304,1.19841101881384,5.35905330796005e-07,7
RewardSpecies,0,1,var2,25.0,1.0,40.0,1.0,19,7299680,139.095456000002,116.79488,0.826517437893144,0,0,328,0,0,297,0,0,11,16,10,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.50032,0.98784,0.988,0.44272,0.4704,0.47184,0.51216,1.18795658922692,5.4024815655062e-07,7
RewardSpecies,0,1,var2,25.0,1.0,40.0,1.0,20,7366880,140.175520008003,117.87008,0.827862969798855,0,0,320,0,0,305,0,0,13,8,13,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.48256,0.9896,0.98816,0.45952,0.4832,0.48528,0.49888,1.18650591036382,5.42005060983814e-07,7
RewardSpecies,0,1,var2,25.0,1.0,50.0,1.0,1,9060050,167.25639,144.9608,0.854788289338244,0,1.61616161616162e-05,334.717171717172,0,0,290.282828282828,0,0,14,14,14,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.50992,0.99072,0.98848,0.4336,0.45904,0.46256,0.52176,1.18263462026212,5.37634048401057e-07,7
RewardSpecies,0,1,var2,25.0,1.0,50.0,1.0,2,9346550,171.858752,149.5448,0.858437669972282,0,0,306,0,0,319,0,0,11,11,13,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.46144,0.98864,0.99104,0.48176,0.50576,0.50688,0.476,1.19398482389959,5.37634056017756e-07,7
RewardSpecies,0,1,var2,25.0,1.0,50.0,1.0,3,9112600,168.101176992,145.8016,0.85539386126093,0,1.61616161616162e-05,329.222222222222,0,0,295.777777777778,0,0,12,12,12,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.50128,0.98784,0.99056,0.44384,0.46768,0.47088,0.51728,1.18742069132694,5.40248156393021e-07,7
RewardSpecies,0,1,var2,25.0,1.0,50.0,1.0,4,9587950,175.735744000003,153.4072,0.861628077336347,0,0,282,0,0,343,0,0,10,10,10,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.41664,0.98848,0.98656,0.52912,0.54544,0.54656,0.43168,1.19671340898305,5.39373970971325e-07,7
RewardSpecies,0,1,var2,25.0,1.0,50.0,1.0,5,9368400,172.209568,149.8944,0.858772601852326,0,0,304,0,0,321,0,0,13,11,11,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.45904,0.99008,0.98736,0.48656,0.50976,0.50976,0.46912,1.19513005087763,5.38502609361855e-07,7
RewardSpecies,0,1,var2,25.0,1.0,50.0,1.0,6,9327700,171.555936,149.2432,0.858219981899086,0,0,308,0,0,317,0,0,12,11,12,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.45968,0.98864,0.98816,0.48208,0.50304,0.50528,0.47728,1.19425299839302,5.40248160624138e-07,7
RewardSpecies,0,1,var2,25.0,1.0,50.0,1.0,7,9144350,168.611392,146.3096,0.855857750144073,0,0,326,0,0,299,0,0,14,14,14,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.49216,0.98736,0.98848,0.4432,0.4736,0.47712,0.51056,1.18158784970013,5.3676829272968e-07,7
RewardSpecies,0,1,var2,25.0,1.0,50.0,1.0,8,9237600,170.108864,147.8016,0.857075234834476,0,0,317,0,0,308,0,0,14,13,13,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.48224,0.99136,0.98832,0.46368,0.48736,0.49088,0.4944,1.19269888670984,5.38502608399309e-07,7
RewardSpecies,0,1,var2,25.0,1.0,50.0,1.0,9,9230400,169.993056,147.6864,0.856966750812581,0,0,318,0,0,307,0,0,10,12,11,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.4792,0.98928,0.98992,0.4608,0.48752,0.48896,0.49744,1.18698627455533,5.37634051907308e-07,7
RewardSpecies,0,1,var2,25.0,1.0,50.0,1.0,10,9386150,172.494012,150.1784,0.85896352504571,0,1.61616161616162e-05,302.606060606061,0,0,322.393939393939,0,0,22,18,11,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.45456,0.99088,0.98864,0.49152,0.51232,0.5136,0.4688,1.1942094395784,5.36768300510161e-07,7
RewardSpecies,0,1,var2,25.0,1.0,50.0,1.0,11,9398700,172.696192,150.3792,0.859200836843272,0,0,301,0,0,324,0,0,11,10,11,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.4552,0.98784,0.98848,0.49312,0.51216,0.51664,0.46592,1.1882069247683,5.39373968816935e-07,7
RewardSpecies,0,1,var2,25.0,1.0,50.0,1.0,12,9213450,169.721248,147.4152,0.856743019792658,0,0,319,0,0,306,0,0,17,13,10,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.48192,0.98928,0.98592,0.46224,0.48336,0.48608,0.49776,1.18800134406829,5.40248157566109e-07,7
RewardSpecies,0,1,var2,25.0,1.0,50.0,1.0,13,9421300,173.059008,150.7408,0.859417036219691,0,0,299,0,0,326,0,0,10,11,9,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.45248,0.98928,0.98864,0.49776,0.51696,0.51984,0.46448,1.19544842696888,5.37634056691577e-07,7
RewardSpecies,0,1,var2,25.0,1.0,50.0,1.0,14,9282200,170.824956,148.5152,0.857598097783621,0,1.61616161616162e-05,312.40404040404,0,0,312.59595959596,0,0,12,11,9,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.47184,0.98752,0.98752,0.47184,0.49552,0.4976,0.48704,1.19113670532735,5.35905327570661e-07,7
RewardSpecies,0,1,var2,25.0,1.0,50.0,1.0,15,9132050,168.41215,146.1128,0.855718715968078,0,3.23232323232323e-05,327.494949494949,0,0,297.505050505051,0,0,11,14,9,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.49472,0.99072,0.98928,0.44512,0.4704,0.47216,0.51008,1.18485502318172,5.39373966845835e-07,7
RewardSpecies,0,1,var2,25.0,1.0,50.0,1.0,16,9241150,170.165382,147.8584,0.857112294184528,0,1.61616161616162e-05,316.515151515152,0,0,308.484848484848,0,0,9,8,9,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.47952,0.99056,0.98528,0.46208,0.48848,0.49104,0.49552,1.19136697680751,5.38502607322278e-07,7
RewardSpecies,0,1,var2,25.0,1.0,50.0,1.0,17,9127700,168.343776,146.0432,0.855637706349018,0,0,328,0,0,297,0,0,12,11,10,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.49888,0.98784,0.98832,0.44528,0.4712,0.47296,0.51648,1.18591749196384,5.39373967323948e-07,7
RewardSpecies,0,1,var2,25.0,1.0,50.0,1.0,18,9278100,170.759296,148.4496,0.857608097076473,0,0,313,0,0,312,0,0,9,11,9,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.47696,0.9896,0.98752,0.47344,0.49552,0.49664,0.48816,1.19820052328318,5.36768303359505e-07,7
RewardSpecies,0,1,var2,25.0,1.0,50.0,1.0,19,9509700,174.478880008,152.1552,0.860586606818672,0,0,290,0,0,335,0,0,11,28,9,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.43008,0.99008,0.99056,0.51056,0.53216,0.53264,0.44944,1.19613812939625,5.40248160461072e-07,7
RewardSpecies,0,1,var2,25.0,1.0,50.0,1.0,20,9227850,169.952256,147.6456,0.856988189738893,0,0,318,0,0,307,0,0,7,13,12,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.48256,0.99168,0.98944,0.46064,0.4864,0.48832,0.49584,1.19016038276797,5.35905326972411e-07,7
RewardSpecies,0,1,var2,25.0,1.0,100.0,1.0,1,18840000,323.758207999992,301.44,0.923658295826695,0,0,299,0,0,326,0,0,14,8,17,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.44704,0.99008,0.98976,0.49584,0.5176,0.52032,0.464,1.19309541693698,5.35905327476898e-07,7
RewardSpecies,0,1,var2,25.0,1.0,100.0,1.0,2,18385500,316.472832000002,294.168,0.921842584485442,0,0,321,0,0,304,0,0,15,11,11,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.48448,0.99024,0.98784,0.4568,0.48128,0.48336,0.50048,1.18774598880919,5.3590532518191e-07,7
RewardSpecies,0,1,var2,25.0,1.0,100.0,1.0,3,19126900,328.35712,306.0304,0.924736172854089,0,0,285,0,0,340,0,0,16,13,11,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.42624,0.98944,0.98864,0.51968,0.5392,0.54224,0.44096,1.198818444458,5.37634057309811e-07,7
RewardSpecies,0,1,var2,25.0,1.0,100.0,1.0,4,17966900,309.762464000006,287.4704,0.920285921899151,0,0,342,0,0,283,0,0,12,11,9,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.5264,0.98896,0.98944,0.42272,0.44752,0.45008,0.53392,1.18455292980429,5.37634048461313e-07,7
RewardSpecies,0,1,var2,25.0,1.0,100.0,1.0,5,18721200,321.853759999994,299.5392,0.923182517958231,0,0,305,0,0,320,0,0,14,10,14,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.46144,0.99056,0.98832,0.48304,0.50864,0.5104,0.4736,1.19133208583782,5.38502607110855e-07,7
RewardSpecies,0,1,var2,25.0,1.0,100.0,1.0,6,18615000,320.151519999998,297.84,0.922784576211028,0,0,310,0,0,315,0,0,11,11,11,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.4704,0.99008,0.98768,0.47872,0.5,0.50096,0.4824,1.19199124518055,5.37634055062126e-07,7
RewardSpecies,0,1,var2,25.0,1.0,100.0,1.0,7,18172300,313.05494400001,290.7568,0.921097646625612,0,0,332,0,0,293,0,0,8,11,9,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.5032,0.98944,0.992,0.43968,0.46336,0.46544,0.5192,1.17927576110549,5.38502599225816e-07,7
